the_geom,Short_Name,School_ID,Network,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
POINT (-87.64269696865162 41.69515983901628),MAGIC JOHNSON - ROSELAND HS,610567,Options,10928 S. HALSTED AVE,60661,ALOP,HS,"9, 10, 11, 12",41.69515984,-87.64269697,1(773)468-1505,13,MORGAN PARK,34,Carrie M. Austin
POINT (-87.70520632190492 41.939433209108394),PATHWAYS - AVONDALE HS,610568,Options,3100 W BELMONT AVE,60618,ALOP,HS,"9, 10, 11, 12",41.93943321,-87.70520632,1(773)588-5007,4,AVONDALE,33,Deborah Mell
POINT (-87.80668177211628 42.017171238947576),OMBUDSMAN - NORTHWEST HS,610569,Options,7500 N HARLEM AVE,60631,ALOP,HS,"9, 10, 11, 12",42.01717124,-87.80668177,1(312)806-9022,1,EDISON PARK,41,Mary O'Connor
POINT (-87.68363453082763 41.78302658059831),OMBUDSMAN - SOUTH HS,610570,Options,6057 S. WESTERN AVE,60635,ALOP,HS,"9, 10, 11, 12",41.78302658,-87.68363453,1(773)498-5085 x6803,10,CHICAGO LAWN,16,JoAnn Thompson
POINT (-87.68784229509059 41.874672994282946),OMBUDSMAN - WEST HS,610571,Options,2401 W. CONGRESS PKWY,60612,ALOP,HS,"9, 10, 11, 12",41.874673,-87.6878423,1(312)243-1550,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.64628397532752 41.76872909036085),MAGIC JOHNSON - ENGLEWOOD HS,610582,Options,845 W. 69TH STREET,60621,ALOP,HS,"9, 10, 11, 12",41.76872909,-87.64628398,1(773)962-9256,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.6878889934761 41.90292503117001),MAGIC JOHNSON - HUMBOLDT PK HS,610580,Options,2421 W. DIVISION,60622,ALOP,HS,"9, 10, 11, 12",41.90292503,-87.68788899,1(773)276-0620,5,WEST TOWN,26,Roberto Maldonado
POINT (-87.55990690212751 41.74267138180483),GREAT LAKES,400168,Charter,8401 S SAGINAW AVE,60617,Charter,ES,"K, 1, 2",41.74267138,-87.5599069,1(773)503-3040,12,SOUTH CHICAGO,7,Gregory Mitchell
POINT (-87.55051275982352 41.75311714101605),CAMELOT SAFE ES,610572,Options,7877 S COLES AVE,60603,Safe,ES,"4, 5, 6, 7, 8",41.75311714,-87.55051276,1(773)902-2487,12,SOUTH SHORE,7,Gregory Mitchell
POINT (-87.6464131367942 41.929849851985445),ALCOTT ES,609774,Network 4,2625 N ORCHARD ST,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92984985,-87.64641314,1(773)534-5460,4,LINCOLN PARK,43,Michele Smith
POINT (-87.70018447219638 41.84774672194433),SPRY ES,610184,Network 7,2400 S MARSHALL BLVD,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84774672,-87.70018447,1(773)534-1700,7,SOUTH LAWNDALE,12,George A. Cardenas
POINT (-87.62929656939367 41.89997648907867),OGDEN ES,610101,Network 6,24 W WALTON ST,60610,District,ES,"K, 1, 2, 3, 4, 5",41.89997649,-87.62929657,1(773)534-8110,6,NEAR NORTH SIDE,2,Bob Fioretti
POINT (-87.73067837614433 41.95046050541308),DISNEY II ES,610515,Network 1,3815 N KEDVALE AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.95046051,-87.73067838,1(773)534-3750,1,IRVING PARK,45,John Arena
POINT (-87.5518035520084 41.75311490093142),CAMELOT SAFE HS,610573,Options,7877 S COLES AVE,60603,Safe,HS,"9, 10, 11, 12",41.7531149,-87.55180355,1(773)902-2487,12,SOUTH SHORE,7,Gregory Mitchell
POINT (-87.73948468848256 41.884503266985355),CAMELOT SAFE - GARFIELD HS,610585,Options,230 N. KOLMAR AVE,60624,Safe,HS,"9, 10, 11, 12",41.88450327,-87.73948469,TBD,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.66313972978341 41.731492301878724),MAGIC JOHNSON - BRAINERD HS,610581,Options,8908 S. ASHLAND AVE,60620,ALOP,HS,"9, 10, 11, 12",41.7314923,-87.66313973,1(773)238-2677,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
POINT (-87.73948390622063 41.88360568417703),CAMELOT SAFE - GARFIELD ES,610584,Options,230 N. KOLMAR AVE,60624,Safe,ES,"6, 7, 8",41.88360569,-87.73948391,TBD,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.71820414376963 41.935726466269834),ASPIRA - BUSINESS & FINANCE HS,400172,Charter,2989 N. MILWAUKEE AVE,60618,Charter,HS,9,41.93572647,-87.71820414,1(773)252-0970,4,AVONDALE,30,Ariel E. Reboyras
POINT (-87.75542435392758 41.88826258027161),MOVING EVEREST,400178,Charter,416 N. LARAMIE AVE,60644,Charter,ES,"K, 1",41.88826258,-87.75542435,TBD,3,AUSTIN,37,Emma M. Mitts
POINT (-87.52798507716913 41.70485859058478),SOUTHEAST,610586,Network 13,3930 E 105TH ST,60617,District,ES,"K, 1, 2, 3, 4, 5, 6",41.70485859,-87.52798508,773-535-8040,13,EAST SIDE,10,Susie Sadlowski Garza
POINT (-87.7280034887345 41.800135976403176),NOBLE - MANSUETO HS,400179,Charter,5101 S KEELER AVE,60632,Charter,HS,"9, 10, 11, 12",41.80013598,-87.72800349,TBD,8,ARCHER HEIGHTS,23,Michael R. Zalewski
POINT (-87.72661479996482 41.89380503675415),KIPP ONE,400180,Charter,730 N PULASKI RD,60651,Charter,ES,"K, 5",41.89380504,-87.7266148,TBD,5,HUMBOLDT PARK,37,Emma M. Mitts
POINT (-87.6122391052473 41.80120416594358),DYETT ARTS HS,610587,Network 9,555 E 51ST ST,60615,District,HS,9,41.80120417,-87.61223911,(773)535-1825,9,WASHINGTON PARK,4,"William ""Will"" D. Burns"
POINT (-87.67413840184999 41.87631672731323),YCCS - VIRTUAL HS,400142,Options,1900 W VAN BUREN ST,60612,Charter,HS,"10, 11, 12",41.87631673,-87.6741384,1(312)429-0027,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.62654159666397 41.88546443651102),COMMUNITY SERVICES WEST HS,400038,Options,180 N WABASH AVE,60601,District,HS,"11, 12",41.88546444,-87.6265416,1(773)522-5133,6,LOOP,42,Brendan M. Reilly
POINT (-87.66354080852189 41.90307017951493),PROLOGUE - EARLY COLLEGE HS,400070,Options,1135 N CLEAVER ST,60622,District,HS,"9, 10, 11, 12",41.90307018,-87.66354081,1(773)935-9925,6,WEST TOWN,27,"Walter Burnett, Jr."
